◎Turn 20
 1 :         미티어 더스트 - targetSpeed(m/s) : 19.71 / defaultTarget(m/s) : 19.71 / spurtTarget(m/s) : 21.93 / currPosition : <12.50, 0.50> / Stamina : 99.61% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 9 :         블랙 팁 마블 - targetSpeed(m/s) : 20.71 / defaultTarget(m/s) : 19.72 / spurtTarget(m/s) : 22.10 / currPosition : <172.00, 0.45> / Stamina : 93.70% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         미티어 더스트 - targetSpeed(m/s) : 20.62 / defaultTarget(m/s) : 19.64 / spurtTarget(m/s) : 21.93 / currPosition : <171.40, 0.50> / Stamina : 92.84% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :        홀리데이 미라클 - targetSpeed(m/s) : 20.99 / defaultTarget(m/s) : 19.11 / spurtTarget(m/s) : 20.63 / currPosition : <165.76, 4.85> / Stamina : 92.95% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
12 :         위키드 웨스트 - targetSpeed(m/s) : 19.92 / defaultTarget(m/s) : 19.06 / spurtTarget(m/s) : 20.68 / currPosition : <164.43, 3.55> / Stamina : 92.94% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False

◎Turn 200
 1 :         리코리스 블랙 - targetSpeed(m/s) : 21.14 / defaultTarget(m/s) : 20.33 / spurtTarget(m/s) : 21.89 / currPosition : <202.20, 8.00> / Stamina : 93.61% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 21.10 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 21.90 / currPosition : <197.96, 7.00> / Stamina : 93.89% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          래피드 스텝 - targetSpeed(m/s) : 20.70 / defaultTarget(m/s) : 19.90 / spurtTarget(m/s) : 21.54 / currPosition : <192.82, 2.90> / Stamina : 90.12% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.37 / defaultTarget(m/s) : 19.84 / spurtTarget(m/s) : 21.50 / currPosition : <192.77, 5.25> / Stamina : 90.86% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 5 :           온 세마치 - targetSpeed(m/s) : 20.48 / defaultTarget(m/s) : 19.70 / spurtTarget(m/s) : 22.13 / currPosition : <192.67, 4.00> / Stamina : 88.03% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 6 :         굿나잇 스이밍 - targetSpeed(m/s) : 21.87 / defaultTarget(m/s) : 19.79 / spurtTarget(m/s) : 22.08 / currPosition : <192.48, 0.55> / Stamina : 89.42% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 20.30 / defaultTarget(m/s) : 19.74 / spurtTarget(m/s) : 22.09 / currPosition : <192.43, 0.80> / Stamina : 91.22% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 8 :         블랙 팁 마블 - targetSpeed(m/s) : 19.73 / defaultTarget(m/s) : 19.73 / spurtTarget(m/s) : 22.10 / currPosition : <192.10, 0.45> / Stamina : 93.02% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 9 :         트윈 페르소나 - targetSpeed(m/s) : 20.74 / defaultTarget(m/s) : 19.75 / spurtTarget(m/s) : 21.98 / currPosition : <191.99, 0.45> / Stamina : 92.90% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         미티어 더스트 - targetSpeed(m/s) : 20.66 / defaultTarget(m/s) : 19.68 / spurtTarget(m/s) : 21.93 / currPosition : <191.39, 0.50> / Stamina : 92.29% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :        홀리데이 미라클 - targetSpeed(m/s) : 20.30 / defaultTarget(m/s) : 19.13 / spurtTarget(m/s) : 20.63 / currPosition : <185.10, 3.85> / Stamina : 92.09% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
12 :         위키드 웨스트 - targetSpeed(m/s) : 19.84 / defaultTarget(m/s) : 19.07 / spurtTarget(m/s) : 20.68 / currPosition : <183.93, 3.40> / Stamina : 91.61% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False

◎Turn 220
 1 :         리코리스 블랙 - targetSpeed(m/s) : 21.20 / defaultTarget(m/s) : 20.38 / spurtTarget(m/s) : 21.89 / currPosition : <223.28, 8.00> / Stamina : 92.92% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 21.12 / defaultTarget(m/s) : 20.31 / spurtTarget(m/s) : 21.90 / currPosition : <219.02, 7.00> / Stamina : 93.21% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :           온 세마치 - targetSpeed(m/s) : 19.79 / defaultTarget(m/s) : 19.79 / spurtTarget(m/s) : 22.13 / currPosition : <213.02, 4.00> / Stamina : 86.68% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 4 :          래피드 스텝 - targetSpeed(m/s) : 20.73 / defaultTarget(m/s) : 19.94 / spurtTarget(m/s) : 21.54 / currPosition : <212.80, 2.90> / Stamina : 88.60% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 5 :        넘버 리프라이즈 - targetSpeed(m/s) : 21.32 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.50 / currPosition : <212.70, 4.25> / Stamina : 89.91% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 19.81 / defaultTarget(m/s) : 19.81 / spurtTarget(m/s) : 22.09 / currPosition : <212.43, 0.55> / Stamina : 90.29% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         굿나잇 스이밍 - targetSpeed(m/s) : 20.75 / defaultTarget(m/s) : 19.76 / spurtTarget(m/s) : 22.08 / currPosition : <212.42, 0.50> / Stamina : 88.85% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 19.67 / defaultTarget(m/s) : 19.67 / spurtTarget(m/s) : 21.98 / currPosition : <211.80, 0.45> / Stamina : 92.32% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 9 :         블랙 팁 마블 - targetSpeed(m/s) : 20.76 / defaultTarget(m/s) : 19.77 / spurtTarget(m/s) : 22.10 / currPosition : <211.79, 0.45> / Stamina : 92.16% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         미티어 더스트 - targetSpeed(m/s) : 20.69 / defaultTarget(m/s) : 19.71 / spurtTarget(m/s) : 21.93 / currPosition : <211.60, 0.50> / Stamina : 91.72% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :        홀리데이 미라클 - targetSpeed(m/s) : 20.05 / defaultTarget(m/s) : 19.04 / spurtTarget(m/s) : 20.63 / currPosition : <204.48, 2.85> / Stamina : 91.23% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
12 :         위키드 웨스트 - targetSpeed(m/s) : 19.85 / defaultTarget(m/s) : 19.09 / spurtTarget(m/s) : 20.68 / currPosition : <203.53, 3.40> / Stamina : 90.19% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False

◎Turn 240
 1 :         리코리스 블랙 - targetSpeed(m/s) : 21.11 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 21.89 / currPosition : <244.34, 8.00> / Stamina : 92.24% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 21.14 / defaultTarget(m/s) : 20.32 / spurtTarget(m/s) : 21.90 / currPosition : <240.10, 7.00> / Stamina : 92.53% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          래피드 스텝 - targetSpeed(m/s) : 20.72 / defaultTarget(m/s) : 19.92 / spurtTarget(m/s) : 21.54 / currPosition : <232.87, 2.90> / Stamina : 87.04% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :           온 세마치 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 19.74 / spurtTarget(m/s) : 22.13 / currPosition : <232.72, 4.00> / Stamina : 85.80% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.25 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.50 / currPosition : <232.71, 3.25> / Stamina : 88.94% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 6 :         데네브 네오스 - targetSpeed(m/s) : 19.85 / defaultTarget(m/s) : 19.85 / spurtTarget(m/s) : 22.09 / currPosition : <232.24, 0.50> / Stamina : 89.68% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         굿나잇 스이밍 - targetSpeed(m/s) : 20.82 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 22.08 / currPosition : <232.23, 0.50> / Stamina : 87.99% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 8 :         미티어 더스트 - targetSpeed(m/s) : 19.63 / defaultTarget(m/s) : 19.63 / spurtTarget(m/s) : 21.93 / currPosition : <231.70, 0.50> / Stamina : 90.93% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 9 :         블랙 팁 마블 - targetSpeed(m/s) : 20.70 / defaultTarget(m/s) : 19.71 / spurtTarget(m/s) : 22.10 / currPosition : <231.54, 0.45> / Stamina : 91.57% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         트윈 페르소나 - targetSpeed(m/s) : 20.75 / defaultTarget(m/s) : 19.76 / spurtTarget(m/s) : 21.98 / currPosition : <231.50, 0.45> / Stamina : 91.72% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :        홀리데이 미라클 - targetSpeed(m/s) : 19.99 / defaultTarget(m/s) : 19.12 / spurtTarget(m/s) : 20.63 / currPosition : <223.80, 1.85> / Stamina : 90.37% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
12 :         위키드 웨스트 - targetSpeed(m/s) : 19.81 / defaultTarget(m/s) : 19.05 / spurtTarget(m/s) : 20.68 / currPosition : <223.22, 3.40> / Stamina : 88.74% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False

◎Turn 260
 1 :         리코리스 블랙 - targetSpeed(m/s) : 21.08 / defaultTarget(m/s) : 20.27 / spurtTarget(m/s) : 21.89 / currPosition : <265.41, 8.00> / Stamina : 91.56% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 21.15 / defaultTarget(m/s) : 20.34 / spurtTarget(m/s) : 21.90 / currPosition : <261.15, 7.00> / Stamina : 91.85% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          래피드 스텝 - targetSpeed(m/s) : 20.66 / defaultTarget(m/s) : 19.87 / spurtTarget(m/s) : 21.54 / currPosition : <253.02, 2.90> / Stamina : 85.47% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.70 / defaultTarget(m/s) : 19.90 / spurtTarget(m/s) : 21.50 / currPosition : <252.75, 2.35> / Stamina : 87.91% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 5 :           온 세마치 - targetSpeed(m/s) : 19.75 / defaultTarget(m/s) : 19.75 / spurtTarget(m/s) : 22.13 / currPosition : <252.39, 4.00> / Stamina : 84.92% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 6 :         굿나잇 스이밍 - targetSpeed(m/s) : 20.81 / defaultTarget(m/s) : 19.82 / spurtTarget(m/s) : 22.08 / currPosition : <252.16, 0.50> / Stamina : 87.44% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 20.64 / defaultTarget(m/s) : 19.85 / spurtTarget(m/s) : 22.09 / currPosition : <252.10, 0.50> / Stamina : 89.03% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.72 / spurtTarget(m/s) : 21.98 / currPosition : <251.42, 0.45> / Stamina : 91.12% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 9 :         블랙 팁 마블 - targetSpeed(m/s) : 20.73 / defaultTarget(m/s) : 19.74 / spurtTarget(m/s) : 22.10 / currPosition : <251.39, 0.45> / Stamina : 90.89% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         미티어 더스트 - targetSpeed(m/s) : 20.69 / defaultTarget(m/s) : 19.70 / spurtTarget(m/s) : 21.93 / currPosition : <251.36, 0.50> / Stamina : 90.20% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :        홀리데이 미라클 - targetSpeed(m/s) : 20.50 / defaultTarget(m/s) : 19.05 / spurtTarget(m/s) : 20.63 / currPosition : <243.11, 0.85> / Stamina : 89.52% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
12 :         위키드 웨스트 - targetSpeed(m/s) : 19.87 / defaultTarget(m/s) : 19.10 / spurtTarget(m/s) : 20.68 / currPosition : <242.99, 3.40> / Stamina : 87.27% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False

◎Turn 280
 1 :         리코리스 블랙 - targetSpeed(m/s) : 21.16 / defaultTarget(m/s) : 20.35 / spurtTarget(m/s) : 21.89 / currPosition : <286.47, 8.00> / Stamina : 90.88% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 21.13 / defaultTarget(m/s) : 20.32 / spurtTarget(m/s) : 21.90 / currPosition : <282.21, 7.00> / Stamina : 91.17% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          래피드 스텝 - targetSpeed(m/s) : 20.71 / defaultTarget(m/s) : 19.91 / spurtTarget(m/s) : 21.54 / currPosition : <273.26, 2.90> / Stamina : 83.87% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.63 / defaultTarget(m/s) : 19.83 / spurtTarget(m/s) : 21.50 / currPosition : <272.91, 2.35> / Stamina : 86.34% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 5 :         데네브 네오스 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.73 / spurtTarget(m/s) : 22.09 / currPosition : <272.20, 0.50> / Stamina : 87.52% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 6 :         굿나잇 스이밍 - targetSpeed(m/s) : 19.82 / defaultTarget(m/s) : 19.82 / spurtTarget(m/s) : 22.08 / currPosition : <272.18, 0.50> / Stamina : 86.70% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :           온 세마치 - targetSpeed(m/s) : 19.70 / defaultTarget(m/s) : 19.70 / spurtTarget(m/s) : 22.13 / currPosition : <272.07, 4.00> / Stamina : 84.03% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.73 / spurtTarget(m/s) : 21.98 / currPosition : <271.56, 0.45> / Stamina : 89.58% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 9 :         블랙 팁 마블 - targetSpeed(m/s) : 20.65 / defaultTarget(m/s) : 19.67 / spurtTarget(m/s) : 22.10 / currPosition : <271.23, 0.45> / Stamina : 90.34% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         미티어 더스트 - targetSpeed(m/s) : 20.69 / defaultTarget(m/s) : 19.70 / spurtTarget(m/s) : 21.93 / currPosition : <271.22, 0.50> / Stamina : 89.67% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 19.80 / defaultTarget(m/s) : 19.04 / spurtTarget(m/s) : 20.68 / currPosition : <262.76, 3.40> / Stamina : 85.80% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 20.05 / defaultTarget(m/s) : 19.09 / spurtTarget(m/s) : 20.63 / currPosition : <262.52, 0.50> / Stamina : 88.89% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 300
 1 :         리코리스 블랙 - targetSpeed(m/s) : 21.10 / defaultTarget(m/s) : 20.29 / spurtTarget(m/s) : 21.89 / currPosition : <307.54, 8.00> / Stamina : 90.20% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 21.14 / defaultTarget(m/s) : 20.32 / spurtTarget(m/s) : 21.90 / currPosition : <303.30, 7.00> / Stamina : 90.49% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          래피드 스텝 - targetSpeed(m/s) : 20.72 / defaultTarget(m/s) : 19.92 / spurtTarget(m/s) : 21.54 / currPosition : <293.60, 2.90> / Stamina : 82.25% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 20.73 / defaultTarget(m/s) : 19.93 / spurtTarget(m/s) : 21.50 / currPosition : <293.15, 2.35> / Stamina : 84.74% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 5 :         데네브 네오스 - targetSpeed(m/s) : 20.52 / defaultTarget(m/s) : 19.73 / spurtTarget(m/s) : 22.09 / currPosition : <292.56, 0.50> / Stamina : 85.94% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 6 :         굿나잇 스이밍 - targetSpeed(m/s) : 20.83 / defaultTarget(m/s) : 19.84 / spurtTarget(m/s) : 22.08 / currPosition : <292.10, 0.50> / Stamina : 86.15% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 7 :         트윈 페르소나 - targetSpeed(m/s) : 20.49 / defaultTarget(m/s) : 19.70 / spurtTarget(m/s) : 21.98 / currPosition : <291.92, 0.45> / Stamina : 87.99% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 8 :           온 세마치 - targetSpeed(m/s) : 19.95 / defaultTarget(m/s) : 19.72 / spurtTarget(m/s) : 22.13 / currPosition : <291.75, 3.80> / Stamina : 83.15% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 9 :         블랙 팁 마블 - targetSpeed(m/s) : 20.65 / defaultTarget(m/s) : 19.66 / spurtTarget(m/s) : 22.10 / currPosition : <291.32, 0.45> / Stamina : 89.77% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         미티어 더스트 - targetSpeed(m/s) : 20.64 / defaultTarget(m/s) : 19.65 / spurtTarget(m/s) : 21.93 / currPosition : <291.31, 0.50> / Stamina : 89.11% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
11 :         위키드 웨스트 - targetSpeed(m/s) : 19.85 / defaultTarget(m/s) : 19.08 / spurtTarget(m/s) : 20.68 / currPosition : <282.54, 3.40> / Stamina : 84.33% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
12 :        홀리데이 미라클 - targetSpeed(m/s) : 20.07 / defaultTarget(m/s) : 19.12 / spurtTarget(m/s) : 20.63 / currPosition : <282.02, 0.50> / Stamina : 88.36% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 320
 1 :         리코리스 블랙 - targetSpeed(m/s) : 21.13 / defaultTarget(m/s) : 20.31 / spurtTarget(m/s) : 21.89 / currPosition : <328.63, 8.00> / Stamina : 89.52% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 21.21 / defaultTarget(m/s) : 20.39 / spurtTarget(m/s) : 21.90 / currPosition : <324.38, 7.00> / Stamina : 89.81% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
