◎Turn 20
 1 :         데네브 네오스 - targetSpeed(m/s) : 18.25 / defaultTarget(m/s) : 18.25 / spurtTarget(m/s) : 20.06 / currPosition : <12.29, 1.80> / Stamina : 99.70% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :          래피드 스텝 - targetSpeed(m/s) : 20.19 / defaultTarget(m/s) : 18.60 / spurtTarget(m/s) : 20.05 / currPosition : <198.80, 1.35> / Stamina : 93.74% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 6 :       페트리코어 선샤워 - targetSpeed(m/s) : 18.41 / defaultTarget(m/s) : 18.41 / spurtTarget(m/s) : 20.32 / currPosition : <196.54, 0.45> / Stamina : 94.34% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 18.22 / defaultTarget(m/s) : 18.22 / spurtTarget(m/s) : 20.06 / currPosition : <195.82, 1.80> / Stamina : 94.12% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         미티어 더스트 - targetSpeed(m/s) : 19.14 / defaultTarget(m/s) : 18.22 / spurtTarget(m/s) : 19.97 / currPosition : <195.53, 0.45> / Stamina : 95.11% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         트윈 페르소나 - targetSpeed(m/s) : 19.17 / defaultTarget(m/s) : 18.25 / spurtTarget(m/s) : 20.13 / currPosition : <195.18, 0.50> / Stamina : 94.42% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 18.77 / defaultTarget(m/s) : 17.87 / spurtTarget(m/s) : 19.29 / currPosition : <192.75, 0.50> / Stamina : 94.43% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 240
 1 :           페니 레인 - targetSpeed(m/s) : 20.41 / defaultTarget(m/s) : 19.63 / spurtTarget(m/s) : 21.62 / currPosition : <235.57, 1.00> / Stamina : 94.77% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :         리코리스 블랙 - targetSpeed(m/s) : 19.77 / defaultTarget(m/s) : 19.01 / spurtTarget(m/s) : 20.43 / currPosition : <229.50, 7.00> / Stamina : 95.15% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          시나몬 룰렛 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 18.98 / spurtTarget(m/s) : 20.50 / currPosition : <229.49, 6.00> / Stamina : 95.15% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 18.61 / defaultTarget(m/s) : 18.61 / spurtTarget(m/s) : 20.05 / currPosition : <217.38, 1.70> / Stamina : 93.15% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :          래피드 스텝 - targetSpeed(m/s) : 19.54 / defaultTarget(m/s) : 18.57 / spurtTarget(m/s) : 20.05 / currPosition : <217.36, 0.65> / Stamina : 93.16% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
 6 :       페트리코어 선샤워 - targetSpeed(m/s) : 18.37 / defaultTarget(m/s) : 18.37 / spurtTarget(m/s) : 20.32 / currPosition : <214.87, 0.45> / Stamina : 93.78% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 18.20 / defaultTarget(m/s) : 18.20 / spurtTarget(m/s) : 19.97 / currPosition : <214.23, 0.45> / Stamina : 94.63% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 19.09 / defaultTarget(m/s) : 18.18 / spurtTarget(m/s) : 20.13 / currPosition : <214.00, 0.50> / Stamina : 94.06% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         데네브 네오스 - targetSpeed(m/s) : 19.83 / defaultTarget(m/s) : 18.18 / spurtTarget(m/s) : 20.06 / currPosition : <214.00, 1.25> / Stamina : 93.58% / Phase : First / PositionKeep : non / ForceInMove : InsideOvertaking / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 18.79 / defaultTarget(m/s) : 17.89 / spurtTarget(m/s) : 19.29 / currPosition : <211.08, 0.50> / Stamina : 94.09% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 260
 1 :           페니 레인 - targetSpeed(m/s) : 20.30 / defaultTarget(m/s) : 19.52 / spurtTarget(m/s) : 21.62 / currPosition : <255.88, 1.00> / Stamina : 94.31% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :         리코리스 블랙 - targetSpeed(m/s) : 19.80 / defaultTarget(m/s) : 19.04 / spurtTarget(m/s) : 20.43 / currPosition : <249.24, 7.00> / Stamina : 94.73% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          시나몬 룰렛 - targetSpeed(m/s) : 19.80 / defaultTarget(m/s) : 19.04 / spurtTarget(m/s) : 20.50 / currPosition : <249.23, 6.00> / Stamina : 94.73% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 18.58 / defaultTarget(m/s) : 18.58 / spurtTarget(m/s) : 20.05 / currPosition : <235.98, 1.20> / Stamina : 92.56% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :          래피드 스텝 - targetSpeed(m/s) : 19.56 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.05 / currPosition : <235.97, 0.50> / Stamina : 92.65% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :       페트리코어 선샤워 - targetSpeed(m/s) : 18.34 / defaultTarget(m/s) : 18.34 / spurtTarget(m/s) : 20.32 / currPosition : <233.18, 0.45> / Stamina : 93.23% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         트윈 페르소나 - targetSpeed(m/s) : 18.22 / defaultTarget(m/s) : 18.22 / spurtTarget(m/s) : 20.13 / currPosition : <232.65, 0.50> / Stamina : 93.54% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         미티어 더스트 - targetSpeed(m/s) : 19.03 / defaultTarget(m/s) : 18.13 / spurtTarget(m/s) : 19.97 / currPosition : <232.44, 0.45> / Stamina : 94.25% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         데네브 네오스 - targetSpeed(m/s) : 19.13 / defaultTarget(m/s) : 18.22 / spurtTarget(m/s) : 20.06 / currPosition : <232.33, 0.45> / Stamina : 93.06% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 18.71 / defaultTarget(m/s) : 17.82 / spurtTarget(m/s) : 19.29 / currPosition : <229.53, 0.50> / Stamina : 93.75% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 280
 1 :           페니 레인 - targetSpeed(m/s) : 20.34 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 21.62 / currPosition : <276.17, 1.00> / Stamina : 93.85% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :         리코리스 블랙 - targetSpeed(m/s) : 19.83 / defaultTarget(m/s) : 19.07 / spurtTarget(m/s) : 20.43 / currPosition : <268.99, 7.00> / Stamina : 94.30% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          시나몬 룰렛 - targetSpeed(m/s) : 19.77 / defaultTarget(m/s) : 19.01 / spurtTarget(m/s) : 20.50 / currPosition : <268.96, 6.00> / Stamina : 94.30% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 18.65 / defaultTarget(m/s) : 18.65 / spurtTarget(m/s) : 20.05 / currPosition : <254.55, 0.70> / Stamina : 91.98% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :          래피드 스텝 - targetSpeed(m/s) : 19.57 / defaultTarget(m/s) : 18.64 / spurtTarget(m/s) : 20.05 / currPosition : <254.55, 0.50> / Stamina : 92.18% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :       페트리코어 선샤워 - targetSpeed(m/s) : 18.32 / defaultTarget(m/s) : 18.32 / spurtTarget(m/s) : 20.32 / currPosition : <251.51, 0.45> / Stamina : 92.67% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 18.23 / defaultTarget(m/s) : 18.23 / spurtTarget(m/s) : 20.06 / currPosition : <250.86, 0.45> / Stamina : 92.71% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 19.20 / defaultTarget(m/s) : 18.28 / spurtTarget(m/s) : 20.13 / currPosition : <250.82, 0.50> / Stamina : 93.01% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         미티어 더스트 - targetSpeed(m/s) : 19.13 / defaultTarget(m/s) : 18.21 / spurtTarget(m/s) : 19.97 / currPosition : <250.82, 0.45> / Stamina : 93.92% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 18.82 / defaultTarget(m/s) : 17.92 / spurtTarget(m/s) : 19.29 / currPosition : <248.09, 0.50> / Stamina : 93.40% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 300
 1 :           페니 레인 - targetSpeed(m/s) : 20.40 / defaultTarget(m/s) : 19.61 / spurtTarget(m/s) : 21.62 / currPosition : <296.47, 1.00> / Stamina : 93.39% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :         리코리스 블랙 - targetSpeed(m/s) : 19.76 / defaultTarget(m/s) : 19.00 / spurtTarget(m/s) : 20.43 / currPosition : <288.72, 7.00> / Stamina : 93.88% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          시나몬 룰렛 - targetSpeed(m/s) : 19.78 / defaultTarget(m/s) : 19.02 / spurtTarget(m/s) : 20.50 / currPosition : <288.69, 6.00> / Stamina : 93.88% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 18.60 / defaultTarget(m/s) : 18.60 / spurtTarget(m/s) : 20.05 / currPosition : <273.12, 0.50> / Stamina : 91.55% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :          래피드 스텝 - targetSpeed(m/s) : 19.59 / defaultTarget(m/s) : 18.66 / spurtTarget(m/s) : 20.05 / currPosition : <273.12, 0.50> / Stamina : 91.62% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :       페트리코어 선샤워 - targetSpeed(m/s) : 18.39 / defaultTarget(m/s) : 18.39 / spurtTarget(m/s) : 20.32 / currPosition : <269.83, 0.45> / Stamina : 92.12% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 18.21 / defaultTarget(m/s) : 18.21 / spurtTarget(m/s) : 20.06 / currPosition : <269.13, 0.45> / Stamina : 92.25% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         미티어 더스트 - targetSpeed(m/s) : 19.06 / defaultTarget(m/s) : 18.15 / spurtTarget(m/s) : 19.97 / currPosition : <269.10, 0.45> / Stamina : 93.50% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         트윈 페르소나 - targetSpeed(m/s) : 19.09 / defaultTarget(m/s) : 18.18 / spurtTarget(m/s) : 20.13 / currPosition : <269.08, 0.50> / Stamina : 92.68% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 18.70 / defaultTarget(m/s) : 17.81 / spurtTarget(m/s) : 19.29 / currPosition : <266.76, 0.50> / Stamina : 93.04% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 320
 1 :           페니 레인 - targetSpeed(m/s) : 20.34 / defaultTarget(m/s) : 19.56 / spurtTarget(m/s) : 21.62 / currPosition : <316.76, 1.00> / Stamina : 92.93% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :         리코리스 블랙 - targetSpeed(m/s) : 19.81 / defaultTarget(m/s) : 19.05 / spurtTarget(m/s) : 20.43 / currPosition : <308.44, 7.00> / Stamina : 93.46% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          시나몬 룰렛 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 18.98 / spurtTarget(m/s) : 20.50 / currPosition : <308.43, 6.00> / Stamina : 93.46% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 18.67 / defaultTarget(m/s) : 18.67 / spurtTarget(m/s) : 20.05 / currPosition : <291.70, 0.50> / Stamina : 91.10% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :          래피드 스텝 - targetSpeed(m/s) : 19.50 / defaultTarget(m/s) : 18.57 / spurtTarget(m/s) : 20.05 / currPosition : <291.70, 0.50> / Stamina : 91.14% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :       페트리코어 선샤워 - targetSpeed(m/s) : 18.37 / defaultTarget(m/s) : 18.37 / spurtTarget(m/s) : 20.32 / currPosition : <288.14, 0.45> / Stamina : 91.56% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 18.20 / defaultTarget(m/s) : 18.20 / spurtTarget(m/s) : 19.97 / currPosition : <287.32, 0.45> / Stamina : 93.16% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 19.11 / defaultTarget(m/s) : 18.20 / spurtTarget(m/s) : 20.13 / currPosition : <287.31, 0.50> / Stamina : 92.20% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         데네브 네오스 - targetSpeed(m/s) : 19.06 / defaultTarget(m/s) : 18.15 / spurtTarget(m/s) : 20.06 / currPosition : <287.31, 0.45> / Stamina : 91.87% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 18.72 / defaultTarget(m/s) : 17.82 / spurtTarget(m/s) : 19.29 / currPosition : <285.47, 0.50> / Stamina : 92.68% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 340
 1 :           페니 레인 - targetSpeed(m/s) : 20.37 / defaultTarget(m/s) : 19.59 / spurtTarget(m/s) : 21.62 / currPosition : <337.07, 1.00> / Stamina : 92.47% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :         리코리스 블랙 - targetSpeed(m/s) : 19.74 / defaultTarget(m/s) : 18.98 / spurtTarget(m/s) : 20.43 / currPosition : <328.19, 7.00> / Stamina : 93.03% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :          시나몬 룰렛 - targetSpeed(m/s) : 19.84 / defaultTarget(m/s) : 19.08 / spurtTarget(m/s) : 20.50 / currPosition : <328.17, 6.00> / Stamina : 93.03% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :        넘버 리프라이즈 - targetSpeed(m/s) : 18.58 / defaultTarget(m/s) : 18.58 / spurtTarget(m/s) : 20.05 / currPosition : <310.26, 0.50> / Stamina : 90.68% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :          래피드 스텝 - targetSpeed(m/s) : 19.52 / defaultTarget(m/s) : 18.59 / spurtTarget(m/s) : 20.05 / currPosition : <310.26, 0.50> / Stamina : 90.62% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :       페트리코어 선샤워 - targetSpeed(m/s) : 18.43 / defaultTarget(m/s) : 18.43 / spurtTarget(m/s) : 20.32 / currPosition : <306.46, 0.45> / Stamina : 91.01% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         미티어 더스트 - targetSpeed(m/s) : 18.21 / defaultTarget(m/s) : 18.21 / spurtTarget(m/s) : 19.97 / currPosition : <305.50, 0.45> / Stamina : 92.78% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         데네브 네오스 - targetSpeed(m/s) : 19.10 / defaultTarget(m/s) : 18.19 / spurtTarget(m/s) : 20.06 / currPosition : <305.49, 0.45> / Stamina : 91.44% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         트윈 페르소나 - targetSpeed(m/s) : 19.19 / defaultTarget(m/s) : 18.27 / spurtTarget(m/s) : 20.13 / currPosition : <305.49, 0.50> / Stamina : 91.82% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 18.74 / defaultTarget(m/s) : 17.85 / spurtTarget(m/s) : 19.29 / currPosition : <304.16, 0.50> / Stamina : 92.33% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 360
 1 :           페니 레인 - targetSpeed(m/s) : 20.41 / defaultTarget(m/s) : 19.62 / spurtTarget(m/s) : 21.62 / currPosition : <357.37, 1.00> / Stamina : 92.01% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.84 / defaultTarget(m/s) : 19.07 / spurtTarget(m/s) : 20.50 / currPosition : <347.93, 6.00> / Stamina : 92.61% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 3 :         리코리스 블랙 - targetSpeed(m/s) : 19.79 / defaultTarget(m/s) : 19.03 / spurtTarget(m/s) : 20.43 / currPosition : <347.91, 7.00> / Stamina : 92.61% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 4 :          래피드 스텝 - targetSpeed(m/s) : 18.64 / defaultTarget(m/s) : 18.64 / spurtTarget(m/s) : 20.05 / currPosition : <328.83, 0.50> / Stamina : 90.18% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 5 :        넘버 리프라이즈 - targetSpeed(m/s) : 19.56 / defaultTarget(m/s) : 18.63 / spurtTarget(m/s) : 20.05 / currPosition : <328.83, 0.50> / Stamina : 90.18% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 6 :       페트리코어 선샤워 - targetSpeed(m/s) : 18.42 / defaultTarget(m/s) : 18.42 / spurtTarget(m/s) : 20.32 / currPosition : <324.78, 0.45> / Stamina : 90.45% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 7 :         데네브 네오스 - targetSpeed(m/s) : 18.17 / defaultTarget(m/s) : 18.17 / spurtTarget(m/s) : 20.06 / currPosition : <323.67, 0.45> / Stamina : 91.01% / Phase : First / PositionKeep : non / ForceInMove : non / isSpurt : False
 8 :         트윈 페르소나 - targetSpeed(m/s) : 19.07 / defaultTarget(m/s) : 18.16 / spurtTarget(m/s) : 20.13 / currPosition : <323.66, 0.50> / Stamina : 91.40% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
 9 :         미티어 더스트 - targetSpeed(m/s) : 19.09 / defaultTarget(m/s) : 18.19 / spurtTarget(m/s) : 19.97 / currPosition : <323.65, 0.45> / Stamina : 92.44% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False
10 :         위키드 웨스트 - targetSpeed(m/s) : 18.75 / defaultTarget(m/s) : 17.86 / spurtTarget(m/s) : 19.29 / currPosition : <322.87, 0.50> / Stamina : 91.97% / Phase : First / PositionKeep : Overtaking / ForceInMove : non / isSpurt : False

◎Turn 380
 1 :           페니 레인 - targetSpeed(m/s) : 20.36 / defaultTarget(m/s) : 19.57 / spurtTarget(m/s) : 21.62 / currPosition : <377.69, 1.00> / Stamina : 91.55% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
 2 :          시나몬 룰렛 - targetSpeed(m/s) : 19.79 / defaultTarget(m/s) : 19.03 / spurtTarget(m/s) : 20.50 / currPosition : <367.69, 6.00> / Stamina : 92.18% / Phase : First / PositionKeep : SpeedUp / ForceInMove : non / isSpurt : False
